date,county_fips,county_name,param,arithmetic_mean,observation_count,units_of_measure,site_num
2022-01-01,36005,bronx,no2,19.633333,24,Parts per billion,0110
2022-01-02,36005,bronx,no2,13.954167,24,Parts per billion,0110
2022-01-03,36005,bronx,no2,11.45,24,Parts per billion,0110
2022-01-04,36005,bronx,no2,23.533333,24,Parts per billion,0110
2022-01-05,36005,bronx,no2,33.554167,24,Parts per billion,0110
2022-01-06,36005,bronx,no2,21.654545,22,Parts per billion,0110
2022-01-07,36005,bronx,no2,13.475,24,Parts per billion,0110
2022-01-08,36005,bronx,no2,18.054167,24,Parts per billion,0110
2022-01-09,36005,bronx,no2,20.570833,24,Parts per billion,0110
2022-01-10,36005,bronx,no2,13.285,20,Parts per billion,0110
2022-01-11,36005,bronx,no2,14.833333,24,Parts per billion,0110
2022-01-12,36005,bronx,no2,31.0625,24,Parts per billion,0110
2022-01-13,36005,bronx,no2,46.470833,24,Parts per billion,0110
2022-01-14,36005,bronx,no2,20.408333,24,Parts per billion,0110
2022-01-15,36005,bronx,no2,13.845833,24,Parts per billion,0110
2022-01-16,36005,bronx,no2,17.341667,24,Parts per billion,0110
2022-01-17,36005,bronx,no2,13.5375,24,Parts per billion,0110
2022-01-18,36005,bronx,no2,13.183333,24,Parts per billion,0110
2022-01-19,36005,bronx,no2,30.933333,24,Parts per billion,0110
2022-01-20,36005,bronx,no2,20.0625,24,Parts per billion,0110
2022-01-21,36005,bronx,no2,15.533333,24,Parts per billion,0110
2022-01-22,36005,bronx,no2,24.683333,24,Parts per billion,0110
2022-01-23,36005,bronx,no2,23.204167,24,Parts per billion,0110
2022-01-24,36005,bronx,no2,24.525,24,Parts per billion,0110
2022-01-25,36005,bronx,no2,23.166667,24,Parts per billion,0110
2022-01-26,36005,bronx,no2,15.2,24,Parts per billion,0110
2022-01-27,36005,bronx,no2,27.254167,24,Parts per billion,0110
2022-01-28,36005,bronx,no2,35.629167,24,Parts per billion,0110
2022-01-29,36005,bronx,no2,12.9625,24,Parts per billion,0110
2022-01-30,36005,bronx,no2,17.5625,24,Parts per billion,0110
2022-01-31,36005,bronx,no2,33.683333,24,Parts per billion,0110
2022-02-01,36005,bronx,no2,33.95,24,Parts per billion,0110
2022-02-02,36005,bronx,no2,38.991667,24,Parts per billion,0110
2022-02-03,36005,bronx,no2,41.7875,24,Parts per billion,0110
2022-02-04,36005,bronx,no2,21.120833,24,Parts per billion,0110
2022-02-05,36005,bronx,no2,11.116667,24,Parts per billion,0110
2022-02-06,36005,bronx,no2,20.670833,24,Parts per billion,0110
2022-02-07,36005,bronx,no2,35.675,24,Parts per billion,0110
2022-02-08,36005,bronx,no2,21.4375,24,Parts per billion,0110
2022-02-09,36005,bronx,no2,30.5875,24,Parts per billion,0110
2022-02-10,36005,bronx,no2,32.410526,19,Parts per billion,0110
2022-02-11,36005,bronx,no2,34.031579,19,Parts per billion,0110
2022-02-12,36005,bronx,no2,14.933333,24,Parts per billion,0110
2022-02-13,36005,bronx,no2,11.925,24,Parts per billion,0110
2022-02-14,36005,bronx,no2,11.275,24,Parts per billion,0110
2022-02-15,36005,bronx,no2,20.108333,24,Parts per billion,0110
2022-02-16,36005,bronx,no2,34.72,20,Parts per billion,0110
2022-02-17,36005,bronx,no2,20.483333,24,Parts per billion,0110
2022-02-18,36005,bronx,no2,8.508333,24,Parts per billion,0110
2022-02-19,36005,bronx,no2,17.083333,24,Parts per billion,0110
2022-02-20,36005,bronx,no2,14.15,24,Parts per billion,0110
2022-02-21,36005,bronx,no2,35.808333,24,Parts per billion,0110
2022-02-22,36005,bronx,no2,31.416667,24,Parts per billion,0110
2022-02-23,36005,bronx,no2,18.12,20,Parts per billion,0110
2022-02-24,36005,bronx,no2,11.5375,24,Parts per billion,0110
2022-02-25,36005,bronx,no2,14.508333,24,Parts per billion,0110
2022-02-26,36005,bronx,no2,11.945833,24,Parts per billion,0110
2022-02-27,36005,bronx,no2,13.870833,24,Parts per billion,0110
2022-02-28,36005,bronx,no2,14.4625,24,Parts per billion,0110
2022-03-01,36005,bronx,no2,33.591667,24,Parts per billion,0110
